entity_type,country_code,account_currency,payment_method,local_clearing_system
COMPANY,GD,AUD,SWIFT,
PERSONAL,GI,SGD,SWIFT,
COMPANY,GI,SGD,SWIFT,
PERSONAL,HN,GBP,SWIFT,
COMPANY,HN,GBP,SWIFT,
PERSONAL,IS,JPY,SWIFT,
COMPANY,IS,JPY,SWIFT,
PERSONAL,LB,USD,SWIFT,
COMPANY,LB,USD,SWIFT,
PERSONAL,LT,AUD,SWIFT,
COMPANY,LT,AUD,SWIFT,
PERSONAL,MK,NZD,SWIFT,
COMPANY,MK,NZD,SWIFT,
PERSONAL,MO,AUD,SWIFT,
COMPANY,MO,AUD,SWIFT,
PERSONAL,NA,AUD,SWIFT,
COMPANY,NA,AUD,SWIFT,
PERSONAL,NG,AUD,SWIFT,
COMPANY,NG,AUD,SWIFT,
PERSONAL,NG,USD,SWIFT,
COMPANY,NG,USD,SWIFT,
PERSONAL,NI,CAD,SWIFT,
COMPANY,NI,CAD,SWIFT,
PERSONAL,NL,HKD,SWIFT,
COMPANY,NL,HKD,SWIFT,
PERSONAL,NL,USD,SWIFT,
COMPANY,NL,USD,SWIFT,
PERSONAL,NO,GBP,SWIFT,
COMPANY,NO,GBP,SWIFT,
PERSONAL,NZ,CNY,SWIFT,
COMPANY,NZ,CNY,SWIFT,
PERSONAL,PF,JPY,SWIFT,
COMPANY,PF,JPY,SWIFT,
PERSONAL,PK,AUD,SWIFT,
COMPANY,PK,AUD,SWIFT,
PERSONAL,SC,EUR,SWIFT,
COMPANY,SC,EUR,SWIFT,
PERSONAL,SG,CNY,SWIFT,
COMPANY,SG,CNY,SWIFT,
PERSONAL,SI,GBP,SWIFT,
COMPANY,SI,GBP,SWIFT,
PERSONAL,SM,HKD,SWIFT,
COMPANY,SM,HKD,SWIFT,
PERSONAL,SV,EUR,SWIFT,
COMPANY,SV,EUR,SWIFT,
PERSONAL,TH,GBP,SWIFT,
COMPANY,TH,GBP,SWIFT,
PERSONAL,TJ,NZD,SWIFT,
COMPANY,TJ,NZD,SWIFT,
PERSONAL,TN,SGD,SWIFT,
COMPANY,TN,SGD,SWIFT,
PERSONAL,TR,CNY,SWIFT,
COMPANY,TR,CNY,SWIFT,
PERSONAL,TZ,CNY,SWIFT,
COMPANY,TZ,CNY,SWIFT,
PERSONAL,UZ,USD,SWIFT,
COMPANY,UZ,USD,SWIFT,
PERSONAL,VN,CNY,SWIFT,
COMPANY,VN,CNY,SWIFT,
PERSONAL,AI,CNY,SWIFT,
COMPANY,AI,CNY,SWIFT,
PERSONAL,AI,CHF,SWIFT,
COMPANY,AI,CHF,SWIFT,
PERSONAL,AL,JPY,SWIFT,
COMPANY,AL,JPY,SWIFT,
PERSONAL,AM,NZD,SWIFT,
COMPANY,AM,NZD,SWIFT,
PERSONAL,AN,HKD,SWIFT,
COMPANY,AN,HKD,SWIFT,
PERSONAL,AN,USD,SWIFT,
COMPANY,AN,USD,SWIFT,
PERSONAL,AO,JPY,SWIFT,
COMPANY,AO,JPY,SWIFT,
PERSONAL,BR,EUR,SWIFT,
COMPANY,BR,EUR,SWIFT,
PERSONAL,BR,THB,SWIFT,
COMPANY,BR,THB,SWIFT,
PERSONAL,CA,SGD,SWIFT,
COMPANY,CA,SGD,SWIFT,
PERSONAL,CL,GBP,SWIFT,
COMPANY,CL,GBP,SWIFT,
PERSONAL,CL,JPY,SWIFT,
COMPANY,CL,JPY,SWIFT,
PERSONAL,CL,CHF,SWIFT,
COMPANY,CL,CHF,SWIFT,
PERSONAL,CN,EUR,SWIFT,
COMPANY,CN,EUR,SWIFT,
PERSONAL,CR,EUR,SWIFT,
COMPANY,CR,EUR,SWIFT,
PERSONAL,DO,CHF,SWIFT,
COMPANY,DO,CHF,SWIFT,
PERSONAL,EE,CNY,SWIFT,
COMPANY,EE,CNY,SWIFT,
PERSONAL,EE,NZD,SWIFT,
COMPANY,EE,NZD,SWIFT,
PERSONAL,FI,USD,SWIFT,
COMPANY,FI,USD,SWIFT,
PERSONAL,IT,SGD,SWIFT,
COMPANY,IT,SGD,SWIFT,
PERSONAL,KW,GBP,SWIFT,
COMPANY,KW,GBP,SWIFT,
PERSONAL,LK,EUR,SWIFT,
COMPANY,LK,EUR,SWIFT,
PERSONAL,MQ,AUD,SWIFT,
COMPANY,MQ,AUD,SWIFT,
PERSONAL,NI,USD,SWIFT,
COMPANY,NI,USD,SWIFT,
PERSONAL,NL,CAD,SWIFT,
COMPANY,NL,CAD,SWIFT,
PERSONAL,RO,SGD,SWIFT,
COMPANY,RO,SGD,SWIFT,
PERSONAL,RS,AUD,SWIFT,
COMPANY,RS,AUD,SWIFT,
PERSONAL,SI,CHF,SWIFT,
COMPANY,SI,CHF,SWIFT,
PERSONAL,SK,AUD,SWIFT,
COMPANY,SK,AUD,SWIFT,
PERSONAL,TH,CNY,SWIFT,
COMPANY,TH,CNY,SWIFT,
PERSONAL,AD,USD,SWIFT,
COMPANY,AD,USD,SWIFT,
PERSONAL,AO,EUR,SWIFT,
COMPANY,AO,EUR,SWIFT,
PERSONAL,CH,NZD,SWIFT,
COMPANY,CH,NZD,SWIFT,
PERSONAL,CH,CHF,SWIFT,
COMPANY,CH,CHF,SWIFT,
PERSONAL,DO,EUR,SWIFT,
COMPANY,DO,EUR,SWIFT,
PERSONAL,FJ,CHF,SWIFT,
COMPANY,FJ,CHF,SWIFT,
PERSONAL,FR,GBP,SWIFT,
COMPANY,FR,GBP,SWIFT,
PERSONAL,FR,JPY,SWIFT,
COMPANY,FR,JPY,SWIFT,
PERSONAL,GE,JPY,SWIFT,
COMPANY,GE,JPY,SWIFT,
PERSONAL,GE,CHF,SWIFT,
COMPANY,GE,CHF,SWIFT,
PERSONAL,GI,HKD,SWIFT,
COMPANY,GI,HKD,SWIFT,
PERSONAL,GQ,CNY,SWIFT,
COMPANY,GQ,CNY,SWIFT,
PERSONAL,HR,THB,SWIFT,
COMPANY,HR,THB,SWIFT,
PERSONAL,IT,NZD,SWIFT,
COMPANY,IT,NZD,SWIFT,
PERSONAL,JE,CHF,SWIFT,
COMPANY,JE,CHF,SWIFT,
PERSONAL,JO,THB,SWIFT,
COMPANY,JO,THB,SWIFT,
PERSONAL,LU,USD,SWIFT,
COMPANY,LU,USD,SWIFT,
PERSONAL,MC,THB,SWIFT,
COMPANY,MC,THB,SWIFT,
PERSONAL,MQ,GBP,SWIFT,
COMPANY,MQ,GBP,SWIFT,
PERSONAL,MY,AUD,SWIFT,
COMPANY,MY,AUD,SWIFT,
PERSONAL,NA,JPY,SWIFT,
COMPANY,NA,JPY,SWIFT,
PERSONAL,OM,SGD,SWIFT,
COMPANY,OM,SGD,SWIFT,
PERSONAL,PA,THB,SWIFT,
COMPANY,PA,THB,SWIFT,
PERSONAL,PE,AUD,SWIFT,
COMPANY,PE,AUD,SWIFT,
PERSONAL,PK,CNY,SWIFT,
COMPANY,PK,CNY,SWIFT,
PERSONAL,PM,CNY,SWIFT,
COMPANY,PM,CNY,SWIFT,
PERSONAL,PR,GBP,SWIFT,
COMPANY,PR,GBP,SWIFT,
PERSONAL,RO,USD,SWIFT,
COMPANY,RO,USD,SWIFT,
PERSONAL,TZ,CHF,SWIFT,
COMPANY,TZ,CHF,SWIFT,
PERSONAL,TW,CHF,SWIFT,
COMPANY,TW,CHF,SWIFT,
PERSONAL,UA,EUR,SWIFT,
COMPANY,UA,EUR,SWIFT,
PERSONAL,UG,AUD,SWIFT,
COMPANY,UG,AUD,SWIFT,
PERSONAL,UG,JPY,SWIFT,
COMPANY,UG,JPY,SWIFT,
PERSONAL,US,HKD,SWIFT,
COMPANY,US,HKD,SWIFT,
PERSONAL,UZ,NZD,SWIFT,
COMPANY,UZ,NZD,SWIFT,
PERSONAL,VN,CHF,SWIFT,
COMPANY,VN,CHF,SWIFT,
PERSONAL,YT,GBP,SWIFT,
COMPANY,YT,GBP,SWIFT,
PERSONAL,AU,EUR,SWIFT,
COMPANY,AU,EUR,SWIFT,
PERSONAL,AZ,HKD,SWIFT,
COMPANY,AZ,HKD,SWIFT,
PERSONAL,AZ,NZD,SWIFT,
COMPANY,AZ,NZD,SWIFT,
PERSONAL,BZ,JPY,SWIFT,
COMPANY,BZ,JPY,SWIFT,
PERSONAL,CN,CHF,SWIFT,
COMPANY,CN,CHF,SWIFT,
PERSONAL,CR,GBP,SWIFT,
COMPANY,CR,GBP,SWIFT,
PERSONAL,CR,NZD,SWIFT,
COMPANY,CR,NZD,SWIFT,
PERSONAL,CW,GBP,SWIFT,
COMPANY,CW,GBP,SWIFT,
PERSONAL,CZ,AUD,SWIFT,
COMPANY,CZ,AUD,SWIFT,
PERSONAL,CZ,THB,SWIFT,
COMPANY,CZ,THB,SWIFT,
PERSONAL,DK,CNY,SWIFT,
COMPANY,DK,CNY,SWIFT,
PERSONAL,GD,EUR,SWIFT,
COMPANY,GD,EUR,SWIFT,
PERSONAL,GD,CHF,SWIFT,
COMPANY,GD,CHF,SWIFT,
PERSONAL,GE,CNY,SWIFT,
COMPANY,GE,CNY,SWIFT,
PERSONAL,GE,HKD,SWIFT,
COMPANY,GE,HKD,SWIFT,
PERSONAL,GG,AUD,SWIFT,
COMPANY,GG,AUD,SWIFT,
PERSONAL,IM,CAD,SWIFT,
COMPANY,IM,CAD,SWIFT,
PERSONAL,IN,AUD,SWIFT,
COMPANY,IN,AUD,SWIFT,
PERSONAL,IN,USD,SWIFT,
COMPANY,IN,USD,SWIFT,
PERSONAL,JO,EUR,SWIFT,
COMPANY,JO,EUR,SWIFT,
PERSONAL,LB,JPY,SWIFT,
COMPANY,LB,JPY,SWIFT,
PERSONAL,ME,HKD,SWIFT,
COMPANY,ME,HKD,SWIFT,
PERSONAL,MT,HKD,SWIFT,
COMPANY,MT,HKD,SWIFT,
PERSONAL,MU,GBP,SWIFT,
COMPANY,MU,GBP,SWIFT,
PERSONAL,MV,EUR,SWIFT,
COMPANY,MV,EUR,SWIFT,
PERSONAL,MX,CAD,SWIFT,
COMPANY,MX,CAD,SWIFT,
PERSONAL,OM,AUD,SWIFT,
COMPANY,OM,AUD,SWIFT,
PERSONAL,OM,CHF,SWIFT,
COMPANY,OM,CHF,SWIFT,
PERSONAL,PA,GBP,SWIFT,
COMPANY,PA,GBP,SWIFT,
PERSONAL,PA,NZD,SWIFT,
COMPANY,PA,NZD,SWIFT,
PERSONAL,PR,CNY,SWIFT,
COMPANY,PR,CNY,SWIFT,
PERSONAL,QA,AUD,SWIFT,
COMPANY,QA,AUD,SWIFT,
PERSONAL,UG,SGD,SWIFT,
COMPANY,UG,SGD,SWIFT,
PERSONAL,UZ,AUD,SWIFT,
COMPANY,UZ,AUD,SWIFT,
PERSONAL,AE,GBP,SWIFT,
COMPANY,AE,GBP,SWIFT,
PERSONAL,AM,THB,SWIFT,
COMPANY,AM,THB,SWIFT,
PERSONAL,AR,NZD,SWIFT,
COMPANY,AR,NZD,SWIFT,
PERSONAL,BA,JPY,SWIFT,
COMPANY,BA,JPY,SWIFT,
PERSONAL,BD,GBP,SWIFT,
COMPANY,BD,GBP,SWIFT,
PERSONAL,CA,CAD,LOCAL SWIFT,
COMPANY,CA,CAD,LOCAL SWIFT,
PERSONAL,CA,HKD,SWIFT,
COMPANY,CA,HKD,SWIFT,
PERSONAL,CY,THB,SWIFT,
COMPANY,CY,THB,SWIFT,
PERSONAL,CZ,CAD,SWIFT,
COMPANY,CZ,CAD,SWIFT,
PERSONAL,EC,CAD,SWIFT,
COMPANY,EC,CAD,SWIFT,
PERSONAL,EE,JPY,SWIFT,
COMPANY,EE,JPY,SWIFT,
PERSONAL,ES,CNY,SWIFT,
COMPANY,ES,CNY,SWIFT,
PERSONAL,FR,EUR,LOCAL SWIFT,
COMPANY,FR,EUR,LOCAL SWIFT,
PERSONAL,GB,CNY,SWIFT,
COMPANY,GB,CNY,SWIFT,
PERSONAL,GG,SGD,SWIFT,
COMPANY,GG,SGD,SWIFT,
PERSONAL,HN,AUD,SWIFT,
COMPANY,HN,AUD,SWIFT,
PERSONAL,HN,HKD,SWIFT,
COMPANY,HN,HKD,SWIFT,
PERSONAL,JE,CAD,SWIFT,
COMPANY,JE,CAD,SWIFT,
PERSONAL,JO,JPY,SWIFT,
COMPANY,JO,JPY,SWIFT,
PERSONAL,KE,HKD,SWIFT,
COMPANY,KE,HKD,SWIFT,
PERSONAL,KE,SGD,SWIFT,
COMPANY,KE,SGD,SWIFT,
PERSONAL,KG,NZD,SWIFT,
COMPANY,KG,NZD,SWIFT,
PERSONAL,KG,CHF,SWIFT,
COMPANY,KG,CHF,SWIFT,
PERSONAL,KH,SGD,SWIFT,
COMPANY,KH,SGD,SWIFT,
PERSONAL,KH,CHF,SWIFT,
COMPANY,KH,CHF,SWIFT,
PERSONAL,LB,EUR,SWIFT,
COMPANY,LB,EUR,SWIFT,
PERSONAL,LI,NZD,SWIFT,
COMPANY,LI,NZD,SWIFT,
PERSONAL,MC,GBP,SWIFT,
COMPANY,MC,GBP,SWIFT,
PERSONAL,MQ,SGD,SWIFT,
COMPANY,MQ,SGD,SWIFT,
PERSONAL,MU,HKD,SWIFT,
COMPANY,MU,HKD,SWIFT,
PERSONAL,NP,HKD,SWIFT,
COMPANY,NP,HKD,SWIFT,
PERSONAL,PY,NZD,SWIFT,
COMPANY,PY,NZD,SWIFT,
PERSONAL,SM,JPY,SWIFT,
COMPANY,SM,JPY,SWIFT,
PERSONAL,UZ,SGD,SWIFT,
COMPANY,UZ,SGD,SWIFT,
PERSONAL,AD,THB,SWIFT,
COMPANY,AD,THB,SWIFT,
PERSONAL,AL,USD,SWIFT,
COMPANY,AL,USD,SWIFT,
PERSONAL,CA,EUR,SWIFT,
COMPANY,CA,EUR,SWIFT,
PERSONAL,CZ,USD,SWIFT,
COMPANY,CZ,USD,SWIFT,
PERSONAL,DK,JPY,SWIFT,
COMPANY,DK,JPY,SWIFT,
PERSONAL,DM,NZD,SWIFT,
COMPANY,DM,NZD,SWIFT,
PERSONAL,DO,SGD,SWIFT,
COMPANY,DO,SGD,SWIFT,
PERSONAL,FJ,EUR,SWIFT,
COMPANY,FJ,EUR,SWIFT,
PERSONAL,FR,THB,SWIFT,
COMPANY,FR,THB,SWIFT,
PERSONAL,GQ,THB,SWIFT,
COMPANY,GQ,THB,SWIFT,
PERSONAL,GT,CAD,SWIFT,
COMPANY,GT,CAD,SWIFT,
PERSONAL,HN,JPY,SWIFT,
COMPANY,HN,JPY,SWIFT,
PERSONAL,HR,CNY,SWIFT,
COMPANY,HR,CNY,SWIFT,
PERSONAL,IT,CNY,SWIFT,
COMPANY,IT,CNY,SWIFT,
PERSONAL,JE,GBP,SWIFT,
COMPANY,JE,GBP,SWIFT,
PERSONAL,JO,HKD,SWIFT,
COMPANY,JO,HKD,SWIFT,
PERSONAL,KZ,AUD,SWIFT,
COMPANY,KZ,AUD,SWIFT,
PERSONAL,KZ,GBP,SWIFT,
COMPANY,KZ,GBP,SWIFT,
PERSONAL,KZ,THB,SWIFT,
COMPANY,KZ,THB,SWIFT,
PERSONAL,LT,USD,SWIFT,
COMPANY,LT,USD,SWIFT,
PERSONAL,MK,GBP,SWIFT,
COMPANY,MK,GBP,SWIFT,
PERSONAL,MO,EUR,SWIFT,
COMPANY,MO,EUR,SWIFT,
PERSONAL,MO,NZD,SWIFT,
COMPANY,MO,NZD,SWIFT,
PERSONAL,MU,EUR,SWIFT,
COMPANY,MU,EUR,SWIFT,
PERSONAL,MV,CHF,SWIFT,
COMPANY,MV,CHF,SWIFT,
PERSONAL,NG,THB,SWIFT,
COMPANY,NG,THB,SWIFT,
PERSONAL,PA,CHF,SWIFT,
COMPANY,PA,CHF,SWIFT,
PERSONAL,PH,SGD,SWIFT,
COMPANY,PH,SGD,SWIFT,
PERSONAL,SE,AUD,SWIFT,
COMPANY,SE,AUD,SWIFT,
PERSONAL,SK,CHF,SWIFT,
COMPANY,SK,CHF,SWIFT,
PERSONAL,SM,USD,SWIFT,
COMPANY,SM,USD,SWIFT,
PERSONAL,SV,GBP,SWIFT,
COMPANY,SV,GBP,SWIFT,
PERSONAL,TH,SGD,SWIFT,
COMPANY,TH,SGD,SWIFT,
PERSONAL,TJ,GBP,SWIFT,
COMPANY,TJ,GBP,SWIFT,
PERSONAL,TR,EUR,SWIFT,
COMPANY,TR,EUR,SWIFT,
PERSONAL,TZ,USD,SWIFT,
COMPANY,TZ,USD,SWIFT,
PERSONAL,AD,AUD,SWIFT,
COMPANY,AD,AUD,SWIFT,
PERSONAL,AR,GBP,SWIFT,
COMPANY,AR,GBP,SWIFT,
PERSONAL,DE,HKD,SWIFT,
COMPANY,DE,HKD,SWIFT,
PERSONAL,DK,THB,SWIFT,
COMPANY,DK,THB,SWIFT,
PERSONAL,DO,GBP,SWIFT,
COMPANY,DO,GBP,SWIFT,
PERSONAL,DZ,AUD,SWIFT,
COMPANY,DZ,AUD,SWIFT,
PERSONAL,EC,AUD,SWIFT,
COMPANY,EC,AUD,SWIFT,
PERSONAL,FJ,AUD,SWIFT,
COMPANY,FJ,AUD,SWIFT,
PERSONAL,GG,NZD,SWIFT,
COMPANY,GG,NZD,SWIFT,
PERSONAL,GT,USD,SWIFT,
COMPANY,GT,USD,SWIFT,
PERSONAL,HU,AUD,SWIFT,
COMPANY,HU,AUD,SWIFT,
PERSONAL,ID,AUD,SWIFT,
COMPANY,ID,AUD,SWIFT,
PERSONAL,IN,THB,SWIFT,
COMPANY,IN,THB,SWIFT,
PERSONAL,IS,CHF,SWIFT,
COMPANY,IS,CHF,SWIFT,
PERSONAL,JP,NZD,SWIFT,
COMPANY,JP,NZD,SWIFT,
PERSONAL,KZ,CHF,SWIFT,
COMPANY,KZ,CHF,SWIFT,
PERSONAL,LT,CHF,SWIFT,
COMPANY,LT,CHF,SWIFT,
PERSONAL,MO,CHF,SWIFT,
COMPANY,MO,CHF,SWIFT,
PERSONAL,MQ,CAD,SWIFT,
COMPANY,MQ,CAD,SWIFT,
PERSONAL,MQ,CHF,SWIFT,
COMPANY,MQ,CHF,SWIFT,
PERSONAL,MU,NZD,SWIFT,
COMPANY,MU,NZD,SWIFT,
PERSONAL,PH,USD,LOCAL SWIFT,
COMPANY,PH,USD,LOCAL SWIFT,
PERSONAL,QA,CAD,SWIFT,
COMPANY,QA,CAD,SWIFT,
PERSONAL,SG,NZD,SWIFT,
COMPANY,SG,NZD,SWIFT,
PERSONAL,SM,CAD,SWIFT,
COMPANY,SM,CAD,SWIFT,
PERSONAL,TN,EUR,SWIFT,
COMPANY,TN,EUR,SWIFT,
PERSONAL,TZ,CAD,SWIFT,
COMPANY,TZ,CAD,SWIFT,
PERSONAL,VU,EUR,SWIFT,
COMPANY,VU,EUR,SWIFT,
PERSONAL,AG,AUD,SWIFT,
COMPANY,AG,AUD,SWIFT,
PERSONAL,AI,AUD,SWIFT,
COMPANY,AI,AUD,SWIFT,
PERSONAL,AL,HKD,SWIFT,
COMPANY,AL,HKD,SWIFT,
PERSONAL,AN,CAD,SWIFT,
COMPANY,AN,CAD,SWIFT,
PERSONAL,CN,CAD,SWIFT,
COMPANY,CN,CAD,SWIFT,
PERSONAL,CW,CNY,SWIFT,
COMPANY,CW,CNY,SWIFT,
PERSONAL,DM,JPY,SWIFT,
COMPANY,DM,JPY,SWIFT,
PERSONAL,DM,USD,SWIFT,
COMPANY,DM,USD,SWIFT,
PERSONAL,DO,HKD,SWIFT,
COMPANY,DO,HKD,SWIFT,
PERSONAL,EG,NZD,SWIFT,
COMPANY,EG,NZD,SWIFT,
PERSONAL,GT,EUR,SWIFT,
COMPANY,GT,EUR,SWIFT,
PERSONAL,HK,THB,SWIFT,
COMPANY,HK,THB,SWIFT,
PERSONAL,IE,CNY,SWIFT,
COMPANY,IE,CNY,SWIFT,
PERSONAL,IL,AUD,SWIFT,
COMPANY,IL,AUD,SWIFT,
PERSONAL,IM,HKD,SWIFT,
COMPANY,IM,HKD,SWIFT,
PERSONAL,IN,CHF,SWIFT,
COMPANY,IN,CHF,SWIFT,
PERSONAL,LB,CHF,SWIFT,
COMPANY,LB,CHF,SWIFT,
PERSONAL,LV,CNY,SWIFT,
COMPANY,LV,CNY,SWIFT,
PERSONAL,MY,CAD,SWIFT,
COMPANY,MY,CAD,SWIFT,
PERSONAL,NG,SGD,SWIFT,
COMPANY,NG,SGD,SWIFT,
PERSONAL,PE,CNY,SWIFT,
COMPANY,PE,CNY,SWIFT,
PERSONAL,PF,CNY,SWIFT,
COMPANY,PF,CNY,SWIFT,
PERSONAL,QA,CHF,SWIFT,
COMPANY,QA,CHF,SWIFT,
PERSONAL,RS,CAD,SWIFT,
COMPANY,RS,CAD,SWIFT,
PERSONAL,SV,NZD,SWIFT,
COMPANY,SV,NZD,SWIFT,
PERSONAL,TZ,AUD,SWIFT,
COMPANY,TZ,AUD,SWIFT,
PERSONAL,UY,AUD,SWIFT,
COMPANY,UY,AUD,SWIFT,
PERSONAL,UY,CNY,SWIFT,
COMPANY,UY,CNY,SWIFT,
PERSONAL,ZA,GBP,SWIFT,
COMPANY,ZA,GBP,SWIFT,
PERSONAL,ZA,THB,SWIFT,
COMPANY,ZA,THB,SWIFT,
PERSONAL,AN,CHF,SWIFT,
COMPANY,AN,CHF,SWIFT,
PERSONAL,AO,NZD,SWIFT,
COMPANY,AO,NZD,SWIFT,
PERSONAL,AO,CHF,SWIFT,
COMPANY,AO,CHF,SWIFT,
PERSONAL,BG,HKD,SWIFT,
COMPANY,BG,HKD,SWIFT,
PERSONAL,CL,HKD,SWIFT,
COMPANY,CL,HKD,SWIFT,
PERSONAL,CL,SGD,SWIFT,
COMPANY,CL,SGD,SWIFT,
PERSONAL,GG,EUR,SWIFT,
COMPANY,GG,EUR,SWIFT,
PERSONAL,JM,HKD,SWIFT,
COMPANY,JM,HKD,SWIFT,
PERSONAL,MO,SGD,SWIFT,
COMPANY,MO,SGD,SWIFT,
PERSONAL,MV,CAD,SWIFT,
COMPANY,MV,CAD,SWIFT,
PERSONAL,MY,HKD,SWIFT,
COMPANY,MY,HKD,SWIFT,
PERSONAL,SA,GBP,SWIFT,
COMPANY,SA,GBP,SWIFT,
PERSONAL,SV,CAD,SWIFT,
COMPANY,SV,CAD,SWIFT,
PERSONAL,SV,HKD,SWIFT,
COMPANY,SV,HKD,SWIFT,
PERSONAL,TH,EUR,SWIFT,
COMPANY,TH,EUR,SWIFT,
PERSONAL,TH,JPY,SWIFT,
COMPANY,TH,JPY,SWIFT,
PERSONAL,TH,CHF,SWIFT,
COMPANY,TH,CHF,SWIFT,
PERSONAL,TZ,EUR,SWIFT,
COMPANY,TZ,EUR,SWIFT,
