entity_type,country_code,account_currency,payment_method,local_clearing_system
PERSONAL,BA,SGD,SWIFT,
COMPANY,BA,SGD,SWIFT,
PERSONAL,BO,JPY,SWIFT,
COMPANY,BO,JPY,SWIFT,
PERSONAL,CW,JPY,SWIFT,
COMPANY,CW,JPY,SWIFT,
PERSONAL,DE,SGD,SWIFT,
COMPANY,DE,SGD,SWIFT,
PERSONAL,DK,SGD,SWIFT,
COMPANY,DK,SGD,SWIFT,
PERSONAL,DM,CAD,SWIFT,
COMPANY,DM,CAD,SWIFT,
PERSONAL,LI,GBP,SWIFT,
COMPANY,LI,GBP,SWIFT,
PERSONAL,LK,NZD,SWIFT,
COMPANY,LK,NZD,SWIFT,
PERSONAL,NA,CAD,SWIFT,
COMPANY,NA,CAD,SWIFT,
PERSONAL,NA,THB,SWIFT,
COMPANY,NA,THB,SWIFT,
PERSONAL,NG,CAD,SWIFT,
COMPANY,NG,CAD,SWIFT,
PERSONAL,NL,AUD,SWIFT,
COMPANY,NL,AUD,SWIFT,
PERSONAL,OM,CNY,SWIFT,
COMPANY,OM,CNY,SWIFT,
PERSONAL,PA,EUR,SWIFT,
COMPANY,PA,EUR,SWIFT,
PERSONAL,PA,SGD,SWIFT,
COMPANY,PA,SGD,SWIFT,
PERSONAL,PE,NZD,SWIFT,
COMPANY,PE,NZD,SWIFT,
PERSONAL,PE,CHF,SWIFT,
COMPANY,PE,CHF,SWIFT,
PERSONAL,PF,GBP,SWIFT,
COMPANY,PF,GBP,SWIFT,
PERSONAL,VN,JPY,SWIFT,
COMPANY,VN,JPY,SWIFT,
PERSONAL,VU,CNY,SWIFT,
COMPANY,VU,CNY,SWIFT,
PERSONAL,AO,AUD,SWIFT,
COMPANY,AO,AUD,SWIFT,
PERSONAL,AR,USD,SWIFT,
COMPANY,AR,USD,SWIFT,
PERSONAL,BA,GBP,SWIFT,
COMPANY,BA,GBP,SWIFT,
PERSONAL,BG,CAD,SWIFT,
COMPANY,BG,CAD,SWIFT,
PERSONAL,EC,SGD,SWIFT,
COMPANY,EC,SGD,SWIFT,
PERSONAL,EC,CHF,SWIFT,
COMPANY,EC,CHF,SWIFT,
PERSONAL,EE,GBP,SWIFT,
COMPANY,EE,GBP,SWIFT,
PERSONAL,FI,AUD,SWIFT,
COMPANY,FI,AUD,SWIFT,
PERSONAL,FI,HKD,SWIFT,
COMPANY,FI,HKD,SWIFT,
PERSONAL,GB,GBP,LOCAL SWIFT,
COMPANY,GB,GBP,LOCAL SWIFT,
PERSONAL,GG,GBP,SWIFT,
COMPANY,GG,GBP,SWIFT,
PERSONAL,GG,USD,SWIFT,
COMPANY,GG,USD,SWIFT,
PERSONAL,GI,AUD,SWIFT,
COMPANY,GI,AUD,SWIFT,
PERSONAL,GI,USD,SWIFT,
COMPANY,GI,USD,SWIFT,
PERSONAL,GY,JPY,SWIFT,
COMPANY,GY,JPY,SWIFT,
PERSONAL,KR,HKD,SWIFT,
COMPANY,KR,HKD,SWIFT,
PERSONAL,MA,SGD,SWIFT,
COMPANY,MA,SGD,SWIFT,
PERSONAL,MC,CHF,SWIFT,
COMPANY,MC,CHF,SWIFT,
PERSONAL,MU,THB,SWIFT,
COMPANY,MU,THB,SWIFT,
PERSONAL,MV,GBP,SWIFT,
COMPANY,MV,GBP,SWIFT,
PERSONAL,NI,NZD,SWIFT,
COMPANY,NI,NZD,SWIFT,
PERSONAL,PK,THB,SWIFT,
COMPANY,PK,THB,SWIFT,
PERSONAL,PM,JPY,SWIFT,
COMPANY,PM,JPY,SWIFT,
PERSONAL,RU,SGD,SWIFT,
COMPANY,RU,SGD,SWIFT,
PERSONAL,SA,CAD,SWIFT,
COMPANY,SA,CAD,SWIFT,
PERSONAL,SK,THB,SWIFT,
COMPANY,SK,THB,SWIFT,
PERSONAL,SV,JPY,SWIFT,
COMPANY,SV,JPY,SWIFT,
PERSONAL,US,EUR,SWIFT,
COMPANY,US,EUR,SWIFT,
PERSONAL,US,THB,SWIFT,
COMPANY,US,THB,SWIFT,
PERSONAL,UY,CHF,SWIFT,
COMPANY,UY,CHF,SWIFT,
PERSONAL,VN,SGD,SWIFT,
COMPANY,VN,SGD,SWIFT,
PERSONAL,YT,JPY,SWIFT,
COMPANY,YT,JPY,SWIFT,
PERSONAL,YT,USD,SWIFT,
COMPANY,YT,USD,SWIFT,
PERSONAL,AG,NZD,SWIFT,
COMPANY,AG,NZD,SWIFT,
PERSONAL,AM,CAD,SWIFT,
COMPANY,AM,CAD,SWIFT,
PERSONAL,AM,SGD,SWIFT,
COMPANY,AM,SGD,SWIFT,
PERSONAL,AR,AUD,SWIFT,
COMPANY,AR,AUD,SWIFT,
PERSONAL,AR,JPY,SWIFT,
COMPANY,AR,JPY,SWIFT,
PERSONAL,AR,CHF,SWIFT,
COMPANY,AR,CHF,SWIFT,
PERSONAL,BE,GBP,SWIFT,
COMPANY,BE,GBP,SWIFT,
PERSONAL,CN,JPY,SWIFT,
COMPANY,CN,JPY,SWIFT,
PERSONAL,CW,CHF,SWIFT,
COMPANY,CW,CHF,SWIFT,
PERSONAL,CY,HKD,SWIFT,
COMPANY,CY,HKD,SWIFT,
PERSONAL,CY,CHF,SWIFT,
COMPANY,CY,CHF,SWIFT,
PERSONAL,GB,HKD,SWIFT,
COMPANY,GB,HKD,SWIFT,
PERSONAL,GD,CAD,SWIFT,
COMPANY,GD,CAD,SWIFT,
PERSONAL,GD,USD,SWIFT,
COMPANY,GD,USD,SWIFT,
PERSONAL,GG,THB,SWIFT,
COMPANY,GG,THB,SWIFT,
PERSONAL,GT,JPY,SWIFT,
COMPANY,GT,JPY,SWIFT,
PERSONAL,HK,CHF,SWIFT,
COMPANY,HK,CHF,SWIFT,
PERSONAL,HN,CNY,SWIFT,
COMPANY,HN,CNY,SWIFT,
PERSONAL,IL,JPY,SWIFT,
COMPANY,IL,JPY,SWIFT,
PERSONAL,IM,EUR,SWIFT,
COMPANY,IM,EUR,SWIFT,
PERSONAL,IM,CHF,SWIFT,
COMPANY,IM,CHF,SWIFT,
PERSONAL,IN,CAD,SWIFT,
COMPANY,IN,CAD,SWIFT,
PERSONAL,IS,HKD,SWIFT,
COMPANY,IS,HKD,SWIFT,
PERSONAL,JE,THB,SWIFT,
COMPANY,JE,THB,SWIFT,
PERSONAL,JP,SGD,SWIFT,
COMPANY,JP,SGD,SWIFT,
PERSONAL,LK,CHF,SWIFT,
COMPANY,LK,CHF,SWIFT,
PERSONAL,LT,SGD,SWIFT,
COMPANY,LT,SGD,SWIFT,
PERSONAL,NG,CNY,SWIFT,
COMPANY,NG,CNY,SWIFT,
PERSONAL,NO,CNY,SWIFT,
COMPANY,NO,CNY,SWIFT,
PERSONAL,NZ,NZD,SWIFT,
COMPANY,NZ,NZD,SWIFT,
PERSONAL,PA,HKD,SWIFT,
COMPANY,PA,HKD,SWIFT,
PERSONAL,PL,THB,SWIFT,
COMPANY,PL,THB,SWIFT,
PERSONAL,PM,AUD,SWIFT,
COMPANY,PM,AUD,SWIFT,
PERSONAL,PR,NZD,SWIFT,
COMPANY,PR,NZD,SWIFT,
PERSONAL,PT,AUD,SWIFT,
COMPANY,PT,AUD,SWIFT,
PERSONAL,RO,CNY,SWIFT,
COMPANY,RO,CNY,SWIFT,
PERSONAL,TN,GBP,SWIFT,
COMPANY,TN,GBP,SWIFT,
PERSONAL,TN,NZD,SWIFT,
COMPANY,TN,NZD,SWIFT,
PERSONAL,UA,CHF,SWIFT,
COMPANY,UA,CHF,SWIFT,
PERSONAL,ZA,CAD,SWIFT,
COMPANY,ZA,CAD,SWIFT,
PERSONAL,ZA,JPY,SWIFT,
COMPANY,ZA,JPY,SWIFT,
PERSONAL,ZM,JPY,SWIFT,
COMPANY,ZM,JPY,SWIFT,
PERSONAL,AI,JPY,SWIFT,
COMPANY,AI,JPY,SWIFT,
PERSONAL,AI,USD,SWIFT,
COMPANY,AI,USD,SWIFT,
PERSONAL,AM,EUR,SWIFT,
COMPANY,AM,EUR,SWIFT,
PERSONAL,AM,USD,SWIFT,
COMPANY,AM,USD,SWIFT,
PERSONAL,AN,AUD,SWIFT,
COMPANY,AN,AUD,SWIFT,
PERSONAL,AU,CAD,SWIFT,
COMPANY,AU,CAD,SWIFT,
PERSONAL,AW,SGD,SWIFT,
COMPANY,AW,SGD,SWIFT,
PERSONAL,BE,AUD,SWIFT,
COMPANY,BE,AUD,SWIFT,
PERSONAL,BO,CAD,SWIFT,
COMPANY,BO,CAD,SWIFT,
PERSONAL,CH,EUR,LOCAL SWIFT,
COMPANY,CH,EUR,LOCAL SWIFT,
PERSONAL,CW,CAD,SWIFT,
COMPANY,CW,CAD,SWIFT,
PERSONAL,CZ,HKD,SWIFT,
COMPANY,CZ,HKD,SWIFT,
PERSONAL,CZ,SGD,SWIFT,
COMPANY,CZ,SGD,SWIFT,
PERSONAL,FI,CAD,SWIFT,
COMPANY,FI,CAD,SWIFT,
PERSONAL,GQ,AUD,SWIFT,
COMPANY,GQ,AUD,SWIFT,
PERSONAL,GQ,GBP,SWIFT,
COMPANY,GQ,GBP,SWIFT,
PERSONAL,GR,JPY,SWIFT,
COMPANY,GR,JPY,SWIFT,
PERSONAL,GR,SGD,SWIFT,
COMPANY,GR,SGD,SWIFT,
PERSONAL,HR,GBP,SWIFT,
COMPANY,HR,GBP,SWIFT,
PERSONAL,ID,HKD,SWIFT,
COMPANY,ID,HKD,SWIFT,
PERSONAL,IE,EUR,LOCAL SWIFT,
COMPANY,IE,EUR,LOCAL SWIFT,
PERSONAL,IT,CHF,SWIFT,
COMPANY,IT,CHF,SWIFT,
PERSONAL,JM,AUD,SWIFT,
COMPANY,JM,AUD,SWIFT,
PERSONAL,JO,NZD,SWIFT,
COMPANY,JO,NZD,SWIFT,
PERSONAL,JP,AUD,SWIFT,
COMPANY,JP,AUD,SWIFT,
PERSONAL,LI,HKD,SWIFT,
COMPANY,LI,HKD,SWIFT,
PERSONAL,LV,GBP,SWIFT,
COMPANY,LV,GBP,SWIFT,
PERSONAL,MA,USD,SWIFT,
COMPANY,MA,USD,SWIFT,
PERSONAL,MC,EUR,LOCAL SWIFT,
COMPANY,MC,EUR,LOCAL SWIFT,
PERSONAL,MQ,NZD,SWIFT,
COMPANY,MQ,NZD,SWIFT,
PERSONAL,MT,GBP,SWIFT,
COMPANY,MT,GBP,SWIFT,
PERSONAL,MY,NZD,SWIFT,
COMPANY,MY,NZD,SWIFT,
PERSONAL,PM,CHF,SWIFT,
COMPANY,PM,CHF,SWIFT,
PERSONAL,PR,CAD,SWIFT,
COMPANY,PR,CAD,SWIFT,
PERSONAL,PT,CHF,SWIFT,
COMPANY,PT,CHF,SWIFT,
PERSONAL,PY,CAD,SWIFT,
COMPANY,PY,CAD,SWIFT,
PERSONAL,PY,JPY,SWIFT,
COMPANY,PY,JPY,SWIFT,
PERSONAL,PY,USD,SWIFT,
COMPANY,PY,USD,SWIFT,
PERSONAL,SE,NZD,SWIFT,
COMPANY,SE,NZD,SWIFT,
PERSONAL,SG,CAD,SWIFT,
COMPANY,SG,CAD,SWIFT,
PERSONAL,SI,JPY,SWIFT,
COMPANY,SI,JPY,SWIFT,
PERSONAL,SI,THB,SWIFT,
COMPANY,SI,THB,SWIFT,
PERSONAL,TW,NZD,SWIFT,
COMPANY,TW,NZD,SWIFT,
PERSONAL,UA,HKD,SWIFT,
COMPANY,UA,HKD,SWIFT,
PERSONAL,UA,THB,SWIFT,
COMPANY,UA,THB,SWIFT,
PERSONAL,UG,EUR,SWIFT,
COMPANY,UG,EUR,SWIFT,
PERSONAL,UY,GBP,SWIFT,
COMPANY,UY,GBP,SWIFT,
PERSONAL,VN,THB,SWIFT,
COMPANY,VN,THB,SWIFT,
PERSONAL,ZA,CNY,SWIFT,
COMPANY,ZA,CNY,SWIFT,
PERSONAL,ZA,NZD,SWIFT,
COMPANY,ZA,NZD,SWIFT,
PERSONAL,ZM,AUD,SWIFT,
COMPANY,ZM,AUD,SWIFT,
PERSONAL,AE,NZD,SWIFT,
COMPANY,AE,NZD,SWIFT,
PERSONAL,AG,USD,SWIFT,
COMPANY,AG,USD,SWIFT,
PERSONAL,AL,AUD,SWIFT,
COMPANY,AL,AUD,SWIFT,
PERSONAL,BA,CHF,SWIFT,
COMPANY,BA,CHF,SWIFT,
PERSONAL,BD,CHF,SWIFT,
COMPANY,BD,CHF,SWIFT,
PERSONAL,BO,EUR,SWIFT,
COMPANY,BO,EUR,SWIFT,
PERSONAL,BZ,CAD,SWIFT,
COMPANY,BZ,CAD,SWIFT,
PERSONAL,CL,CNY,SWIFT,
COMPANY,CL,CNY,SWIFT,
PERSONAL,CN,SGD,SWIFT,
COMPANY,CN,SGD,SWIFT,
PERSONAL,CY,JPY,SWIFT,
COMPANY,CY,JPY,SWIFT,
PERSONAL,DM,THB,SWIFT,
COMPANY,DM,THB,SWIFT,
PERSONAL,JM,USD,SWIFT,
COMPANY,JM,USD,SWIFT,
PERSONAL,JO,GBP,SWIFT,
COMPANY,JO,GBP,SWIFT,
PERSONAL,JP,USD,SWIFT,
COMPANY,JP,USD,SWIFT,
PERSONAL,LB,SGD,SWIFT,
COMPANY,LB,SGD,SWIFT,
PERSONAL,LI,AUD,SWIFT,
COMPANY,LI,AUD,SWIFT,
PERSONAL,LV,CAD,SWIFT,
COMPANY,LV,CAD,SWIFT,
PERSONAL,MC,HKD,SWIFT,
COMPANY,MC,HKD,SWIFT,
PERSONAL,MD,THB,SWIFT,
COMPANY,MD,THB,SWIFT,
PERSONAL,ME,NZD,SWIFT,
COMPANY,ME,NZD,SWIFT,
PERSONAL,MO,CNY,SWIFT,
COMPANY,MO,CNY,SWIFT,
PERSONAL,MU,AUD,SWIFT,
COMPANY,MU,AUD,SWIFT,
PERSONAL,MV,THB,SWIFT,
COMPANY,MV,THB,SWIFT,
PERSONAL,MX,AUD,SWIFT,
COMPANY,MX,AUD,SWIFT,
PERSONAL,NA,EUR,SWIFT,
COMPANY,NA,EUR,SWIFT,
PERSONAL,NI,AUD,SWIFT,
COMPANY,NI,AUD,SWIFT,
PERSONAL,OM,CAD,SWIFT,
COMPANY,OM,CAD,SWIFT,
PERSONAL,PA,AUD,SWIFT,
COMPANY,PA,AUD,SWIFT,
PERSONAL,PA,JPY,SWIFT,
COMPANY,PA,JPY,SWIFT,
PERSONAL,PK,USD,SWIFT,
COMPANY,PK,USD,SWIFT,
PERSONAL,PL,JPY,SWIFT,
COMPANY,PL,JPY,SWIFT,
PERSONAL,PT,NZD,SWIFT,
COMPANY,PT,NZD,SWIFT,
PERSONAL,PY,GBP,SWIFT,
COMPANY,PY,GBP,SWIFT,
PERSONAL,AT,GBP,SWIFT,
COMPANY,AT,GBP,SWIFT,
PERSONAL,AU,USD,SWIFT,
COMPANY,AU,USD,SWIFT,
PERSONAL,BO,AUD,SWIFT,
COMPANY,BO,AUD,SWIFT,
PERSONAL,BO,NZD,SWIFT,
COMPANY,BO,NZD,SWIFT,
PERSONAL,BZ,THB,SWIFT,
COMPANY,BZ,THB,SWIFT,
PERSONAL,CH,AUD,SWIFT,
COMPANY,CH,AUD,SWIFT,
PERSONAL,DO,AUD,SWIFT,
COMPANY,DO,AUD,SWIFT,
PERSONAL,EE,CAD,SWIFT,
COMPANY,EE,CAD,SWIFT,
PERSONAL,EG,AUD,SWIFT,
COMPANY,EG,AUD,SWIFT,
PERSONAL,EG,SGD,SWIFT,
COMPANY,EG,SGD,SWIFT,
PERSONAL,GR,HKD,SWIFT,
COMPANY,GR,HKD,SWIFT,
PERSONAL,IN,GBP,SWIFT,
COMPANY,IN,GBP,SWIFT,
PERSONAL,KH,JPY,SWIFT,
COMPANY,KH,JPY,SWIFT,
PERSONAL,LK,JPY,SWIFT,
COMPANY,LK,JPY,SWIFT,
PERSONAL,LU,SGD,SWIFT,
COMPANY,LU,SGD,SWIFT,
PERSONAL,NA,HKD,SWIFT,
COMPANY,NA,HKD,SWIFT,
PERSONAL,NG,EUR,SWIFT,
COMPANY,NG,EUR,SWIFT,
PERSONAL,NI,JPY,SWIFT,
COMPANY,NI,JPY,SWIFT,
PERSONAL,NL,NZD,SWIFT,
COMPANY,NL,NZD,SWIFT,
PERSONAL,NO,AUD,SWIFT,
COMPANY,NO,AUD,SWIFT,
PERSONAL,OM,HKD,SWIFT,
COMPANY,OM,HKD,SWIFT,
PERSONAL,PE,GBP,SWIFT,
COMPANY,PE,GBP,SWIFT,
PERSONAL,PE,USD,SWIFT,
COMPANY,PE,USD,SWIFT,
PERSONAL,PL,GBP,SWIFT,
COMPANY,PL,GBP,SWIFT,
PERSONAL,PT,CNY,SWIFT,
COMPANY,PT,CNY,SWIFT,
PERSONAL,PT,THB,SWIFT,
COMPANY,PT,THB,SWIFT,
PERSONAL,PY,CNY,SWIFT,
COMPANY,PY,CNY,SWIFT,
PERSONAL,RU,USD,SWIFT,
COMPANY,RU,USD,SWIFT,
PERSONAL,UY,THB,SWIFT,
COMPANY,UY,THB,SWIFT,
PERSONAL,UZ,CAD,SWIFT,
COMPANY,UZ,CAD,SWIFT,
PERSONAL,UZ,CHF,SWIFT,
COMPANY,UZ,CHF,SWIFT,
PERSONAL,AE,AUD,SWIFT,
COMPANY,AE,AUD,SWIFT,
PERSONAL,AG,SGD,SWIFT,
COMPANY,AG,SGD,SWIFT,
PERSONAL,AG,CHF,SWIFT,
COMPANY,AG,CHF,SWIFT,
PERSONAL,AI,CAD,SWIFT,
COMPANY,AI,CAD,SWIFT,
PERSONAL,AN,SGD,SWIFT,
COMPANY,AN,SGD,SWIFT,
PERSONAL,BA,CAD,SWIFT,
COMPANY,BA,CAD,SWIFT,
PERSONAL,BG,EUR,LOCAL SWIFT,
COMPANY,BG,EUR,LOCAL SWIFT,
PERSONAL,BH,EUR,SWIFT,
COMPANY,BH,EUR,SWIFT,
PERSONAL,BO,GBP,SWIFT,
COMPANY,BO,GBP,SWIFT,
PERSONAL,CL,EUR,SWIFT,
COMPANY,CL,EUR,SWIFT,
PERSONAL,CL,NZD,SWIFT,
COMPANY,CL,NZD,SWIFT,
PERSONAL,EE,EUR,LOCAL SWIFT,
COMPANY,EE,EUR,LOCAL SWIFT,
PERSONAL,GB,JPY,SWIFT,
COMPANY,GB,JPY,SWIFT,
PERSONAL,GB,THB,SWIFT,
COMPANY,GB,THB,SWIFT,
PERSONAL,GG,CNY,SWIFT,
COMPANY,GG,CNY,SWIFT,
PERSONAL,JO,AUD,SWIFT,
COMPANY,JO,AUD,SWIFT,
PERSONAL,KW,CAD,SWIFT,
COMPANY,KW,CAD,SWIFT,
PERSONAL,KW,THB,SWIFT,
COMPANY,KW,THB,SWIFT,
PERSONAL,LI,THB,SWIFT,
COMPANY,LI,THB,SWIFT,
PERSONAL,LU,GBP,SWIFT,
COMPANY,LU,GBP,SWIFT,
PERSONAL,MQ,HKD,SWIFT,
COMPANY,MQ,HKD,SWIFT,
PERSONAL,NZ,EUR,SWIFT,
COMPANY,NZ,EUR,SWIFT,
PERSONAL,PR,JPY,SWIFT,
COMPANY,PR,JPY,SWIFT,
PERSONAL,RO,THB,SWIFT,
COMPANY,RO,THB,SWIFT,
PERSONAL,SA,AUD,SWIFT,
COMPANY,SA,AUD,SWIFT,
PERSONAL,SI,USD,SWIFT,
COMPANY,SI,USD,SWIFT,
PERSONAL,SK,NZD,SWIFT,
COMPANY,SK,NZD,SWIFT,
PERSONAL,SM,CNY,SWIFT,
COMPANY,SM,CNY,SWIFT,
PERSONAL,TJ,THB,SWIFT,
COMPANY,TJ,THB,SWIFT,
PERSONAL,TN,HKD,SWIFT,
COMPANY,TN,HKD,SWIFT,
PERSONAL,TN,THB,SWIFT,
COMPANY,TN,THB,SWIFT,
PERSONAL,TR,CHF,SWIFT,
COMPANY,TR,CHF,SWIFT,
PERSONAL,TW,GBP,SWIFT,
COMPANY,TW,GBP,SWIFT,
PERSONAL,AD,SGD,SWIFT,
COMPANY,AD,SGD,SWIFT,
PERSONAL,AU,GBP,SWIFT,
COMPANY,AU,GBP,SWIFT,
PERSONAL,AU,SGD,SWIFT,
COMPANY,AU,SGD,SWIFT,
PERSONAL,AW,HKD,SWIFT,
COMPANY,AW,HKD,SWIFT,
PERSONAL,AW,NZD,SWIFT,
COMPANY,AW,NZD,SWIFT,
PERSONAL,AW,USD,SWIFT,
COMPANY,AW,USD,SWIFT,
PERSONAL,BA,AUD,SWIFT,
COMPANY,BA,AUD,SWIFT,
PERSONAL,CA,CHF,SWIFT,
COMPANY,CA,CHF,SWIFT,
PERSONAL,CH,CNY,SWIFT,
COMPANY,CH,CNY,SWIFT,
PERSONAL,CH,JPY,SWIFT,
COMPANY,CH,JPY,SWIFT,
PERSONAL,DO,NZD,SWIFT,
COMPANY,DO,NZD,SWIFT,
PERSONAL,EC,EUR,SWIFT,
COMPANY,EC,EUR,SWIFT,
PERSONAL,EE,CHF,SWIFT,
COMPANY,EE,CHF,SWIFT,
PERSONAL,EG,HKD,SWIFT,
COMPANY,EG,HKD,SWIFT,
PERSONAL,GB,SGD,SWIFT,
COMPANY,GB,SGD,SWIFT,
PERSONAL,GT,AUD,SWIFT,
COMPANY,GT,AUD,SWIFT,
PERSONAL,ID,CAD,SWIFT,
COMPANY,ID,CAD,SWIFT,
PERSONAL,IE,JPY,SWIFT,
COMPANY,IE,JPY,SWIFT,
PERSONAL,JE,CNY,SWIFT,
COMPANY,JE,CNY,SWIFT,
PERSONAL,JE,NZD,SWIFT,
COMPANY,JE,NZD,SWIFT,
PERSONAL,KH,CNY,SWIFT,
COMPANY,KH,CNY,SWIFT,
PERSONAL,MA,GBP,SWIFT,
COMPANY,MA,GBP,SWIFT,
PERSONAL,MA,NZD,SWIFT,
COMPANY,MA,NZD,SWIFT,
PERSONAL,ME,JPY,SWIFT,
COMPANY,ME,JPY,SWIFT,
PERSONAL,MO,CAD,SWIFT,
COMPANY,MO,CAD,SWIFT,
PERSONAL,MY,JPY,SWIFT,
COMPANY,MY,JPY,SWIFT,
PERSONAL,NP,CNY,SWIFT,
COMPANY,NP,CNY,SWIFT,
PERSONAL,PM,NZD,SWIFT,
COMPANY,PM,NZD,SWIFT,
PERSONAL,PY,SGD,SWIFT,
COMPANY,PY,SGD,SWIFT,
PERSONAL,QA,SGD,SWIFT,
COMPANY,QA,SGD,SWIFT,
PERSONAL,RU,CNY,SWIFT,
COMPANY,RU,CNY,SWIFT,
PERSONAL,SM,GBP,SWIFT,
COMPANY,SM,GBP,SWIFT,
PERSONAL,TZ,GBP,SWIFT,
COMPANY,TZ,GBP,SWIFT,
